id,ID_COSMOS,redshift,chimera_QSO_weight,resample_weight,log_stellar_mass_truth,MASS_MED_GAL,u_sdss,u_sdss_err,r_sdss,r_sdss_err,i_sdss,i_sdss_err,z_sdss,z_sdss_err,J_2mass,J_2mass_err,H_2mass,H_2mass_err,Ks_2mass,Ks_2mass_err,spitzer.irac.I1,spitzer.irac.I1_err,spitzer.irac.I2,spitzer.irac.I2_err,NUMBER,ALPHA_J2000,DELTA_J2000,zcosmos_row,sky_sep_arcsec,zcosmos_file,zcosmos_original_file,zcosmos_object_id,zcosmos_alpha,zcosmos_delta,zcosmos_snr,zcosmos_reference,zcosmos_redshift,delta_redshift_chimera_minus_zcosmos
082552.93+344011.7_330319_0.03,330319,0.32170000672340393,0.03,2.0,9.45741,9.45741,0.006881615146994591,0.00010350792581448331,0.015053395181894302,0.00013393271365202963,0.018272699788212776,0.0001331277162535116,0.026485953480005264,0.0002737077884376049,0.026070984080433846,0.002109668916091323,,,0.03700009733438492,0.002766289049759507,0.04492929205298424,0.0008063237182796001,0.05432121083140373,0.00114151940215379,330319,149.6547068362553,1.7892555545176332,15318,0.05614616973038634,ADP.2015-10-15T12_58_09.340.fits,zCOSMOS_BRIGHT_DR3_000807695_ZCMRa12_M2_Q1_6_1.fits,807695,149.654709,1.789271,5.63731262143111,2009ApJS..184..218L,,
090654.47+391455.3_519086_0.03,519086,0.2312999963760376,0.03,4.0,8.86718,8.86718,0.009078577160835266,0.00013085587124805897,0.01679745316505432,0.00016111898003146052,0.017275677993893623,0.00018622995412442833,0.019810743629932404,0.00020725162175949663,0.020268931984901428,0.0013084892416372895,,,0.025673529133200645,0.002035163575783372,0.03010370023548603,0.0006044036708772182,0.04139905795454979,0.0009663704549893737,519086,150.1636662822579,2.0880847173824457,11540,0.0562352879826057,ADP.2015-10-15T12_55_05.763.fits,zCOSMOS_BRIGHT_DR3_000818260_ZCMRa55_M2_Q1_21_1.fits,818260,150.163651,2.088088,4.300321782711025,2009ApJS..184..218L,,
091127.27+325336.9_854172_0.03,854172,0.2842000126838684,0.03,1.0,8.90884,8.90884,0.004998353309929371,0.00011940653348574415,0.008355739526450634,9.927132487064227e-05,0.010494966059923172,0.00014995249512139708,0.0141207966953516,0.00021549231314565986,0.014645503833889961,0.002245879964902997,0.014523986726999283,0.0020045714918524027,,,0.01614576019346714,0.00044289344805292785,0.023624224588274956,0.0008046315633691847,854172,150.39363527046353,2.595240962900668,6037,0.05626994901762372,ADP.2015-10-15T12_50_34.090.fits,zCOSMOS_BRIGHT_DR3_000837352_ZCMRa70_M1_Q1_26_1.fits,837352,150.393631,2.595256,2.594260357873259,2009ApJS..184..218L,,
083703.29+250815.2_507867_0.0003,507867,0.27230000495910645,0.0003,2.0,9.95761,9.95761,0.0005572060472331941,1.5496445485041477e-05,0.01463488582521677,0.0001384974311804399,0.021839402616024017,0.00013202444824855775,0.03494203835725784,8.214313129428774e-05,,,0.060297153890132904,0.0005964786978438497,,,0.036089494824409485,0.00028097571339458227,0.028606021776795387,0.000223628303501755,507867,150.27966052547907,2.0705696334012944,2142,0.05628171359781551,ADP.2015-10-15T12_46_45.360.fits,zCOSMOS_BRIGHT_DR3_000817724_ZCMRa73_M1_Q3_6_1.fits,817724,150.279648,2.070579,13.65227087874471,2009ApJS..184..218L,,
080402.54+370201.2_690492_0.01,690492,0.22390000522136688,0.01,13740.0,8.93758,8.93758,0.002268357202410698,3.6556808481691405e-05,0.00746530294418335,8.954765507951379e-05,0.007803189568221569,8.016492211027071e-05,0.010259605012834072,9.723135735839605e-05,0.013049831613898277,0.0005564971943385899,0.015751177445054054,0.001107375486753881,0.019514817744493484,0.0012034156825393438,0.014295282773673534,0.00025287855532951653,0.01508522778749466,0.0003413197409827262,690492,150.00064321008765,2.345086482075904,10845,0.05629955549474781,ADP.2015-10-15T12_54_25.533.fits,zCOSMOS_BRIGHT_DR3_000832321_ZCMRa36_M1_Q2_16_1.fits,832321,150.000641,2.345071,2.427899322463482,2009ApJS..184..218L,,
031638.76-065622.0_548203_0.0001,548203,0.6653000116348267,0.0001,188.0,10.4253,10.4253,0.00023504173441324383,1.8932507373392582e-05,0.0025171900633722544,6.722982652718201e-05,0.005746887065470219,7.204198482213542e-05,0.010203060694038868,8.164291648427024e-05,,,0.0281632412225008,0.0006276253261603415,,,0.04641733318567276,0.00024762144312262535,0.03417041152715683,0.000249793054535985,548203,150.05565390229071,2.133573982331553,9565,0.056394741649589804,ADP.2015-10-15T12_53_38.907.fits,zCOSMOS_BRIGHT_DR3_000825069_ZCMRa44_M2_Q2_20_1.fits,825069,150.055664,2.133562,2.892631595646229,2009ApJS..184..218L,,
084313.41+535718.8_427409_0.1,427409,0.22130000591278076,0.1,1.0,9.6497,9.6497,0.05121975764632225,0.0005763243534602225,0.11604524403810501,0.001995270373299718,0.08799974620342255,0.0013279998674988747,0.10397987067699432,0.0012764724669978023,0.12635204195976257,0.0043626585975289345,0.15768608450889587,0.0067011951468884945,0.18576140701770782,0.007627761922776699,0.24932676553726196,0.005471700802445412,0.3507087230682373,0.006775519344955683,427409,149.59850426886982,1.9415993630690889,6179,0.05640699727989884,ADP.2015-10-15T12_50_44.637.fits,zCOSMOS_BRIGHT_DR3_000814260_ZCMRa22_M2_Q3_7_1.fits,814260,149.598495,1.941612,9.789509779159376,2009ApJS..184..218L,,
090008.03+512658.0_561513_0.0003,561513,0.41530001163482666,0.0003,2338.0,9.17077,9.17077,0.0009918577270582318,2.8230777388671413e-05,0.003672210732474923,7.461417408194393e-05,0.0044267186895012856,6.471519009210169e-05,0.006175794638693333,7.701050344621763e-05,0.006784307304769754,0.00016192464681807905,,,,,0.005736463237553835,9.236763435183093e-05,0.00526766711845994,0.0001102027963497676,561513,150.27038480479595,2.1542138275891145,906,0.0564208697958152,ADP.2015-10-15T12_45_35.160.fits,zCOSMOS_BRIGHT_DR3_000824036_ZCMRa64_M1_Q2_12_3.fits,824036,150.27037,2.154219,3.701410085274278,2009ApJS..184..218L,,
025356.81-001123.8_683483_0.0003,683483,0.7588000297546387,0.0003,191.0,10.2481,10.2481,0.0011760103516280651,2.3885455448180437e-05,0.003580922493711114,7.088352867867798e-05,0.007278728764504194,8.474793139612302e-05,0.011169924400746822,7.936052861623466e-05,0.016055487096309662,0.00012044100003549829,0.020865533500909805,0.0006923445034772158,0.025596486404538155,0.0008491928456351161,0.029777759686112404,0.00012907070049550384,0.021025801077485085,6.950833630980924e-05,683483,150.15417115769975,2.334799218837687,6031,0.056504152078930094,ADP.2015-10-15T12_50_33.580.fits,zCOSMOS_BRIGHT_DR3_000831450_ZCMRa67_M1_Q4_9_1.fits,831450,150.154175,2.334784,3.086249618595028,2009ApJS..184..218L,,
074704.43+483833.3_491639_1,491639,0.22059999406337738,1.0,2036.0,8.92868,8.92868,0.42533665895462036,0.007895618677139282,0.6723586320877075,0.009303026832640171,0.5729972720146179,0.007372647989541292,0.6030089259147644,0.012772312387824059,0.8296117186546326,0.049095723778009415,1.0473873615264893,0.06616690754890442,1.6285029649734497,0.07316845655441284,2.327432870864868,0.06067996844649315,3.3150947093963623,0.07090285420417786,491639,150.1788936200557,2.0457557903011425,19835,0.05657858275665451,ADP.2015-10-15T13_02_04.450.fits,zCOSMOS_BRIGHT_DR3_000818180_ZCMRa55_M3_Q1_36_1.fits,818180,150.178879,2.04575,2.392104219638727,2009ApJS..184..218L,,
150113.19+232908.2_646438_0.03,646438,0.25209999084472656,0.03,1.0,8.37127,8.37127,0.001328437589108944,5.617171700578183e-05,0.010513626039028168,0.0001158186569227837,0.008033575490117073,8.691075345268473e-05,0.015264857560396194,0.0002361997903790325,0.02374040149152279,0.0016719219274818897,0.044141415506601334,0.0026530572213232517,0.08502234518527985,0.0034066541120409966,0.1775868833065033,0.004074381664395332,0.28929468989372253,0.006146899424493313,646438,149.6619457632299,2.2810829822615584,13743,0.056630589936209744,ADP.2015-10-15T12_56_43.430.fits,zCOSMOS_BRIGHT_DR3_000827073_ZCMRa17_M1_Q1_25_1.fits,827073,149.661957,2.281094,2.4394210301264,2009ApJS..184..218L,,
092339.60+344830.2_894909_0.003,894909,0.4952000081539154,0.003,19.0,9.01375,9.01375,0.000973927672021091,4.023946894449182e-05,0.0029005759861320257,6.3253020925913e-05,0.003447974566370249,6.476616545114666e-05,0.0044646780006587505,8.016838546609506e-05,,,0.007744413334876299,0.0008955881930887699,0.007654888555407524,0.0009044440230354667,0.00606174673885107,0.0001081728478311561,0.0058047473430633545,0.00012492967653088272,894909,150.31815072702494,2.6583570320850627,9223,0.05692988478795253,ADP.2015-10-15T12_53_19.670.fits,zCOSMOS_BRIGHT_DR3_000844917_ZCMRa69_M2_Q2_18_1.fits,844917,150.318161,2.658345,1.716642436055645,2009ApJS..184..218L,,
090654.47+391455.3_820644_1,820644,0.25,1.0,16.0,9.55007,9.55007,0.23111869394779205,0.0042795054614543915,0.3341202735900879,0.004243526607751846,0.3060508668422699,0.005482151173055172,0.32845520973205566,0.006386429537087679,0.3157978653907776,0.04343295842409134,,,0.45336389541625977,0.06312426924705505,0.7900948524475098,0.020001079887151718,1.2063981294631958,0.03203584998846054,820644,150.15446473344667,2.5416931466038553,7348,0.05697670837773298,ADP.2015-10-15T12_51_38.677.fits,zCOSMOS_BRIGHT_DR3_000838663_ZCMRa59_M1_Q1_15_1.fits,838663,150.154449,2.541695,3.434615793738544,2009ApJS..184..218L,,
075057.26+353037.6_621400_0.01,621400,0.1745000034570694,0.01,11.0,9.0892,9.0892,0.004470775369554758,3.777984238695353e-05,0.01664292998611927,0.0030819186940789223,0.019801009446382523,0.0010079515632241964,0.024705857038497925,0.014507856220006943,0.07896026968955994,0.0031047570519149303,0.08693359047174454,0.0033970922231674194,0.08245811611413956,0.0038602263666689396,0.1463393121957779,0.002907829824835062,0.11804331094026566,0.002264850540086627,621400,149.91186138550725,2.2419405844227227,17485,0.056998879423932,ADP.2015-10-15T12_59_58.500.fits,zCOSMOS_BRIGHT_DR3_000825813_ZCMRa35_M1_Q2_23_1.fits,825813,149.911865,2.241956,10.10169819384013,2009ApJS..184..218L,,
075145.14+411535.8_226550_0.3,226550,0.4259999990463257,0.3,2.0,10.3117,10.3117,0.008582156151533127,0.00041730277007445693,0.0453314445912838,0.000641537131741643,0.03531572222709656,0.00039814101182855666,0.06973037123680115,0.0014191302470862865,0.08536319434642792,0.02207210101187229,0.16782504320144653,0.035936761647462845,0.1379627138376236,0.02880755066871643,0.6816378831863403,0.015331379137933254,0.9638367295265198,0.02201337181031704,226550,150.14479076590848,1.623507369006218,3390,0.05703750875358805,ADP.2015-10-15T12_48_08.263.fits,zCOSMOS_BRIGHT_DR3_000801351_ZCMRa51_M2_Q1_26_1.fits,801351,150.144775,1.623509,4.898977968903378,2009ApJS..184..218L,,
015034.96+150249.5_730865_0.0001,730865,0.429500013589859,0.0001,16.0,10.7499,10.7499,0.00020338018657639623,2.935668635473121e-05,0.006698553916066885,9.356773807667196e-05,0.013003477826714516,0.00010359639418311417,0.02403309941291809,7.922364602563903e-05,0.04248755797743797,0.00018113254918716848,0.06538616865873337,0.0007134457118809223,,,0.06437089294195175,0.00031658695661462843,0.054892588406801224,0.0002863145200535655,730865,150.65172138954642,2.405310146474049,16797,0.05718951257405361,ADP.2015-10-15T12_59_29.883.fits,zCOSMOS_BRIGHT_DR3_000828901_ZCMRa98_M3_Q1_19_1.fits,828901,150.651733,2.405321,7.950323337552455,2009ApJS..184..218L,,
022534.20-083349.0_704594_0.3,704594,0.7301999926567078,0.3,1.0,10.95,10.95,0.004263683687895536,0.0005542749422602355,0.01647544652223587,0.0005077984533272684,0.026960711926221848,0.00048232843982987106,0.047636907547712326,0.0016585015691816807,0.09854711592197418,0.016789937391877174,,,,,0.17984607815742493,0.0034176388289779425,0.17594942450523376,0.006137581542134285,704594,150.20291685235975,2.3630607998660027,4116,0.057287292413161266,ADP.2015-10-15T12_48_38.223.fits,zCOSMOS_BRIGHT_DR3_000831219_ZCMRa67_M2_Q4_2_1.fits,831219,150.202911,2.363046,8.63860888617072,2009ApJS..184..218L,,
082708.53+425017.8_272092_0.03,272092,0.3384999930858612,0.03,103.0,9.49524,9.49524,0.0038168258033692837,8.277590677607805e-05,0.007505704648792744,9.037560812430456e-05,0.00919606164097786,9.089062223210931e-05,0.014980520121753216,0.00018323533004149795,0.015996037051081657,0.001769766677170992,0.023159964010119438,0.002243582857772708,,,0.023085111752152443,0.00041540199890732765,0.029566830024123192,0.0007330749067477882,272092,149.6681939183997,1.694957563679147,11463,0.05731978911708501,ADP.2015-10-15T12_55_02.120.fits,zCOSMOS_BRIGHT_DR3_000807649_ZCMRa11_M2_Q1_8_1.fits,807649,149.668182,1.694947,4.12085717297176,2009ApJS..184..218L,,
074957.44+312006.1_690231_1,690231,0.22130000591278076,1.0,50.0,8.61057,8.61057,0.14879928529262543,0.0037242358084768057,0.2636480927467346,0.004592284560203552,0.17815160751342773,0.0032312734983861446,0.23226527869701385,0.006784928031265736,0.2709561586380005,0.04034223034977913,0.32552045583724976,0.06508239358663559,0.4467247724533081,0.07501465827226639,0.4192350506782532,0.013989917002618313,0.6960788369178772,0.024667661637067795,690231,150.1671216747565,2.3451749633135415,591,0.05734941090948387,ADP.2015-10-15T12_45_24.337.fits,zCOSMOS_BRIGHT_DR3_000831387_ZCMRa57_M2_Q1_10_1.fits,831387,150.167114,2.345161,2.677321968913997,2009ApJS..184..218L,,
074500.24+292702.7_755275_0.3,755275,0.3278000056743622,0.3,1.0,10.5,10.5,0.07372482120990753,0.0016337333945557475,0.07168105989694595,0.0010992431780323386,0.09893341362476349,0.001062922179698944,0.18306007981300354,0.0026613688096404076,0.1815393567085266,0.01602308824658394,0.2578926682472229,0.026158835738897324,0.3899710774421692,0.021873606368899345,0.8298617005348206,0.017969844862818718,1.2462687492370605,0.025034330785274506,755275,150.5194553451356,2.441357963503966,15651,0.05748201982190662,ADP.2015-10-15T12_58_32.150.fits,zCOSMOS_BRIGHT_DR3_000829573_ZCMRa88_M2_Q1_14_1.fits,829573,150.519455,2.441342,8.217519481034898,2009ApJS..184..218L,,
090606.17+443156.5_839016_0.003,839016,0.8919000029563904,0.003,1.0,11.1199,11.1199,0.00037357863038778305,1.6582500393269584e-05,0.002700567012652755,5.970074926153757e-05,0.007200445979833603,7.634643407072872e-05,0.018565375357866287,8.298750617541373e-05,0.0338430181145668,0.0001771142124198377,0.0455889068543911,0.0007657709065824747,,,0.08980125933885574,0.000476007437100634,0.06320563703775406,0.00024510163348168135,839016,150.06263048692136,2.5696175351518127,1669,0.057496789139546464,ADP.2015-10-15T12_46_22.823.fits,zCOSMOS_BRIGHT_DR3_000839165_ZCMRa48_M1_Q2_24_1.fits,839165,150.062622,2.569604,4.703782616997273,2009ApJS..184..218L,,
031049.87+381453.8_335642_0.1,335642,0.8105999827384949,0.1,18.0,10.0565,10.0565,0.011467082425951958,0.0003691258898470551,0.03624703735113144,0.0004280529683455825,0.030603976920247078,0.0003620292991399765,0.05067038908600807,0.0007969738217070699,,,,,0.04649469256401062,0.006827820558100939,0.09449778497219086,0.0024462915025651455,0.13729530572891235,0.003635444212704897,335642,150.30826948641635,1.7979706044865582,18927,0.05758122273597956,ADP.2015-10-15T13_01_18.703.fits,zCOSMOS_BRIGHT_DR3_000811111_ZCMRa71_M2_Q3_17_1.fits,811111,150.308273,1.797955,2.409437069481585,2009ApJS..184..218L,,
023204.90-010511.5_701891_0.01,701891,0.729200005531311,0.01,8.0,10.5806,10.5806,0.0022546297404915094,4.4885182433063164e-05,0.002878151135519147,5.379544381867163e-05,0.005631458479911089,6.548573583131656e-05,0.008689477108418941,8.521485142409801e-05,0.013272123411297798,0.00043749401811510324,0.018932843580842018,0.0009677733760327101,0.02695143222808838,0.00117248366586864,0.03618629649281502,0.00037486053770408034,0.03798945993185043,0.0005475534708239138,701891,150.16150691452464,2.3624873549281267,11978,0.05762054065530438,ADP.2015-10-15T12_55_21.607.fits,zCOSMOS_BRIGHT_DR3_000831410_ZCMRa57_M1_Q1_5_1.fits,831410,150.161514,2.362473,1.720043462963676,2009ApJS..184..218L,,
170634.12+361507.9_900394_0.01,900394,0.916700005531311,0.01,6.0,9.49212,9.49212,0.003871989669278264,7.781117164995521e-05,0.0056231385096907616,9.126788063440472e-05,0.007083788514137268,0.00010624782589729875,0.008404253982007504,0.00010155668860534206,0.009644519537687302,0.0005206965724937618,,,0.008372042328119278,0.001249257824383676,0.010780254378914833,0.000156019174028188,0.01037552673369646,0.00020350507111288607,900394,150.6091232806927,2.6669081551700375,8008,0.05802900037079289,ADP.2015-10-15T12_52_10.757.fits,zCOSMOS_BRIGHT_DR3_000843440_ZCMRa89_M2_Q2_22_1.fits,843440,150.609131,2.666894,2.091267609711167,2009ApJS..184..218L,,
084958.48+505449.3_258060_0.0003,258060,0.37290000915527344,0.0003,4546.0,10.1077,10.1077,0.0003076909342780709,2.654637319210451e-05,0.0051997206173837185,8.381486259168014e-05,0.008632821030914783,8.90972587512806e-05,0.013771910220384598,7.769361400278285e-05,0.0205864068120718,0.0002696896262932569,0.02736055664718151,0.0006827026954852045,0.03392314538359642,0.0007685479940846562,0.018419310450553894,0.00016404091729782522,0.01604212261736393,0.0001572572800796479,258060,150.01166451651605,1.6746457634374654,12409,0.058091530337022426,ADP.2015-10-15T12_55_38.037.fits,zCOSMOS_BRIGHT_DR3_000806124_ZCMRa41_M2_Q1_12_1.fits,806124,150.011658,1.674631,6.180437735728381,2009ApJS..184..218L,,
143323.68+252619.2_824168_0.1,824168,0.6129999756813049,0.1,13.0,10.2055,10.2055,0.004027260467410088,0.0001632000203244388,0.017159223556518555,0.00019943038932979107,0.018816977739334106,0.00014181062579154968,0.029419181868433952,0.0004695045354310423,,,0.07881683856248856,0.006295929662883282,0.10300637036561966,0.00740801403298974,0.2915414571762085,0.005725767929106951,0.5019699931144714,0.009567568078637123,824168,150.32490014100298,2.549015371749712,14416,0.05828323668303504,ADP.2015-10-15T12_57_20.310.fits,zCOSMOS_BRIGHT_DR3_000837711_ZCMRa78_M2_Q3_20_1.fits,837711,150.32489,2.549028,4.769791549917686,2009ApJS..184..218L,,
033355.48-000601.7_765830_0.3,765830,0.7459999918937683,0.3,1.0,11.0943,11.0943,0.004238343797624111,0.0006072853575460613,0.014810532331466675,0.0003853921080008149,0.021267956122756004,0.0003322621632833034,0.04256850853562355,0.001108319847844541,0.09352518618106842,0.015756821259856224,,,,,0.1990167498588562,0.003712128149345517,0.15197962522506714,0.005698670167475939,765830,150.01208581839418,2.459077531051034,3919,0.05829658212190521,ADP.2015-10-15T12_48_26.233.fits,zCOSMOS_BRIGHT_DR3_000832259_ZCMRa48_M1_Q1_10_1.fits,832259,150.01207,2.459074,6.848221151788638,2009ApJS..184..218L,,
091745.80+374136.7_468244_0.3,468244,0.6395999789237976,0.3,2.0,10.8502,10.8502,0.0011541894637048244,0.00043183681555092335,0.02122916653752327,0.0005151681252755225,0.017598513513803482,0.000267432420514524,0.03625161945819855,0.0014836734626442194,0.07490044832229614,0.017162727192044258,,,0.16335788369178772,0.025257179513573647,0.25863802433013916,0.0058121755719184875,0.39870527386665344,0.010250247083604336,468244,150.54910013499568,2.0080717636493026,19390,0.0583748031922628,ADP.2015-10-15T13_01_43.440.fits,zCOSMOS_BRIGHT_DR3_000816222_ZCMRa84_M1_Q1_14_1.fits,816222,150.549088,2.008061,5.339407813694771,2009ApJS..184..218L,,
031935.52+002416.1_263131_0.03,263131,0.7056000232696533,0.03,12.0,10.7587,10.7587,0.0024277318734675646,8.804985554888844e-05,0.00476642744615674,8.690790127729997e-05,0.010332859121263027,9.353731729788706e-05,0.0169757679104805,0.0001702750159893185,0.03164952993392944,0.0020846647676080465,0.04856426641345024,0.0024075419642031193,,,0.06458042562007904,0.000499945948831737,0.05362669378519058,0.0008013815386220813,263131,150.38170339227963,1.6823766116675052,11422,0.058382150685177645,ADP.2015-10-15T12_54_52.510.fits,zCOSMOS_BRIGHT_DR3_000804437_ZCMRa61_M2_Q1_10_1.fits,804437,150.381699,1.682361,4.180378460021844,2009ApJS..184..218L,,
025042.90-004138.8_343908_1,343908,0.4602000117301941,1.0,10.0,9.56945,9.56945,0.0117332823574543,0.0019855492282658815,0.0498863160610199,0.0011607083724811673,0.0330573134124279,0.0007760437438264489,0.08294891566038132,0.0038530458696186543,0.29049235582351685,0.06921198964118958,,,,,0.37349364161491394,0.013576705940067768,0.47285786271095276,0.02450833097100258,343908,149.98699298490558,1.8107025198579436,1347,0.058430394217879725,ADP.2015-10-15T12_45_59.527.fits,zCOSMOS_BRIGHT_DR3_000812602_ZCMRa51_M2_Q3_15_1.fits,812602,149.986984,1.810689,2.436013308796962,2009ApJS..184..218L,,
161400.30-011006.0_347335_0.003,347335,0.25049999356269836,0.003,3.0,8.42634,8.42634,0.0025709345936775208,3.415588798816316e-05,0.005080576054751873,8.181514567695558e-05,0.005426493473351002,7.000996265560389e-05,0.006196439266204834,8.041990076890215e-05,,,0.007804142311215401,0.0006808140315115452,0.008140804246068,0.0007918618503026664,0.007742306217551231,0.00014057004591450095,0.009596751071512699,0.00019928639812860638,347335,150.02648946215896,1.8175077307109464,10467,0.05844445361295146,ADP.2015-10-15T12_54_14.933.fits,zCOSMOS_BRIGHT_DR3_000812430_ZCMRa42_M2_Q1_3_5.fits,812430,150.026505,1.817503,2.137255373589259,2009ApJS..184..218L,,
092057.10+412514.4_891736_0.3,891736,0.795799970626831,0.3,1.0,9.61942,9.61942,0.01264982856810093,0.0005891066393814981,0.018718067556619644,0.0007681027636863291,0.022527998313307762,0.0005683708586730063,0.02145768329501152,0.0012459105346351862,0.046622976660728455,0.015471690334379673,0.05587107315659523,0.015625933185219765,,,0.03695831820368767,0.0022100568749010563,0.040608711540699005,0.004521574359387159,891736,150.44953983714458,2.653120230496438,15613,0.058507290829468005,ADP.2015-10-15T12_58_28.797.fits,zCOSMOS_BRIGHT_DR3_000844248_ZCMRa89_M1_Q3_26_1.fits,844248,150.449539,2.653104,3.441464108389078,2009ApJS..184..218L,,
154458.49+230810.1_563671_0.03,563671,0.3767000138759613,0.03,270.0,9.37888,9.37888,0.011913889087736607,0.00018270130385644734,0.023237857967615128,0.00023968667665030807,0.023126661777496338,0.00030239811167120934,0.02904067188501358,0.0004758515569847077,0.025093045085668564,0.001667728996835649,0.027163919061422348,0.0027133000548928976,0.02852902188897133,0.0029102046974003315,0.0248026791960001,0.00044324700138531625,0.02606615424156189,0.0005987847689539194,563671,150.45860429311105,2.156153208652432,6264,0.05853628593137152,ADP.2015-10-15T12_50_46.657.fits,zCOSMOS_BRIGHT_DR3_000823157_ZCMRa86_M1_Q4_32_3.fits,823157,150.458603,2.156137,2.052435767759232,2009ApJS..184..218L,,
022754.38-073455.0_555483_0.1,555483,0.9294000267982483,0.1,1.0,10.4181,10.4181,0.0012920009903609753,0.00015481152513530105,0.00574851781129837,0.00013621844118461013,0.006759827956557274,9.889127250062302e-05,0.014821652323007584,0.00048674680874682963,0.033115170896053314,0.005896681919693947,0.035429324954748154,0.006319622974842787,,,0.0630221962928772,0.0013979650102555752,0.06851619482040405,0.002220297232270241,555483,150.21132892047527,2.1446958930677744,4834,0.058549459207395835,ADP.2015-10-15T12_49_20.863.fits,zCOSMOS_BRIGHT_DR3_000824324_ZCMRa64_M2_Q3_18_1.fits,824324,150.211319,2.144683,2.107514728337262,2009ApJS..184..218L,,
024322.61+001043.9_493669_0.3,493669,0.3725999891757965,0.3,6.0,9.49113,9.49113,0.0031821122393012047,0.0004471566644497216,0.025252357125282288,0.0005080638220533729,0.018955282866954803,0.00029761172481812537,0.039297789335250854,0.0014683024492114782,0.08029071986675262,0.014891448430716991,0.11470164358615875,0.024268167093396187,0.15978781878948212,0.02550474926829338,0.129510298371315,0.003988339100033045,0.13313402235507965,0.006872229743748903,493669,149.71568404054094,2.049121768683907,6521,0.058869785996117974,ADP.2015-10-15T12_51_10.090.fits,zCOSMOS_BRIGHT_DR3_000820138_ZCMRa33_M1_Q3_13_2.fits,820138,149.715668,2.049125,4.448484944042691,2009ApJS..184..218L,,
033431.31+005121.5_708497_1,708497,0.435699999332428,1.0,82.0,9.73081,9.73081,0.02340938150882721,0.0021083513274788857,0.06232026219367981,0.0013685456942766905,0.04542696848511696,0.0008730223053134978,0.0861152932047844,0.0040039438754320145,,,,,0.45503124594688416,0.09702426195144653,0.3697132468223572,0.013010010123252869,0.3931049108505249,0.020509399473667145,708497,149.51748674297693,2.3718183680048477,8195,0.05893206931831431,ADP.2015-10-15T12_52_25.153.fits,zCOSMOS_BRIGHT_DR3_000834748_ZCMRa16_M1_Q3_12_1.fits,834748,149.517487,2.371802,3.633316902027196,2009ApJS..184..218L,,
162129.16+243856.0_884170_0.003,884170,0.7074999809265137,0.003,1.0,10.1961,10.1961,0.0011767599498853087,3.536468284437433e-05,0.002331930212676525,5.1034661737503484e-05,0.004568827338516712,6.382466381182894e-05,0.006859187968075275,7.461726636392996e-05,0.010028017684817314,0.0001884081430034712,0.012336386367678642,0.0007375046843662858,0.016580333933234215,0.0008847112185321748,0.017468813806772232,0.00017563591245561838,0.014059988781809807,0.0001633703795960173,884170,150.15935106833953,2.640515164895345,14706,0.05923051101522612,ADP.2015-10-15T12_57_28.013.fits,zCOSMOS_BRIGHT_DR3_000845656_ZCMRa50_M2_Q1_12_1.fits,845656,150.159348,2.640499,2.419470165054518,2009ApJS..184..218L,,
100123.19+545801.7_622954_1,622954,0.6032000184059143,1.0,90.0,9.95342,9.95342,0.10202452540397644,0.0029151528142392635,0.1312745064496994,0.6913323998451233,0.11858753859996796,0.2756800651550293,0.12485107779502869,0.5738266706466675,0.2922001779079437,0.0664251372218132,0.3057699203491211,0.08169382065534592,0.4124152660369873,0.08422273397445679,2.0331432819366455,0.04871869087219238,1.3877111673355103,0.0331999808549881,622954,149.64475053256135,2.244623487664818,16870,0.05928477809236349,ADP.2015-10-15T12_59_32.467.fits,zCOSMOS_BRIGHT_DR3_000827165_ZCMRa15_M2_Q2_19_1.fits,827165,149.644745,2.244639,2.61673894908906,2009ApJS..184..218L,,
160249.32+250441.0_376985_0.003,376985,0.26190000772476196,0.003,7.0,8.90348,8.90348,0.0012619930785149336,3.918036964023486e-05,0.003868456231430173,7.194410136435181e-05,0.004498855676501989,7.018497854005545e-05,0.005751855671405792,8.103352593025193e-05,0.0069405268877744675,0.00020661117741838098,,,,,0.005949899088591337,0.00012455429532565176,0.006002851761877537,0.00013830355601385236,376985,149.7626352194358,1.8640549928924792,11901,0.05934533707893748,ADP.2015-10-15T12_55_18.760.fits,zCOSMOS_BRIGHT_DR3_000813519_ZCMRa23_M2_Q1_12_1.fits,813519,149.762619,1.864052,1.828391143980528,2009ApJS..184..218L,,
085900.48+383211.6_765039_0.01,765039,0.3465999960899353,0.01,15.0,9.08903,9.08903,0.0026352256536483765,7.825955981388688e-05,0.005100704729557037,7.128679862944409e-05,0.006186203099787235,7.202586130006239e-05,0.007724310737103224,0.00010213522182311863,0.007821649312973022,0.00044950353913009167,0.010570378974080086,0.0009138766909018159,0.012935837730765343,0.0009989534737542272,0.011613355949521065,0.0002330558345420286,0.016318466514348984,0.00034978773328475654,765039,150.37923456328215,2.45970472100376,4772,0.059362991566090186,ADP.2015-10-15T12_49_19.870.fits,zCOSMOS_BRIGHT_DR3_000837427_ZCMRa68_M2_Q1_11_1.fits,837427,150.379242,2.45969,2.813327044594765,2009ApJS..184..218L,,
